Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Walking duration (ms)
11:45:00.000-03:00,12:00:00.000-03:00,,13.979161525766056,16.186430358054263,,,,,,,0.2697738393009044,0.2697738393009044,0.2697738393009044,45,,,,,
12:00:00.000-03:00,12:15:00.000-03:00,3,13.979161525766054,89.9989787017407,,,,,,,0.30812265468260835,0.3515924794277882,0.2790763650712515,204,,,,,
12:15:00.000-03:00,12:30:00.000-03:00,1,13.979161525766054,46.748450185269455,,,,,,,0.279076390410836,0.279076390410836,0.279076390410836,98,,,,,
12:30:00.000-03:00,12:45:00.000-03:00,,13.979161525766052,,,,,,,,,,,18,,,,,
12:45:00.000-03:00,13:00:00.000-03:00,1,13.979161525766054,24.014455701845254,,,,,,,0.2790763584510005,0.2790763584510005,0.2790763584510005,43,,,,,
13:00:00.000-03:00,13:15:00.000-03:00,4,21.14850339599375,144.74354621393343,1.0,1,,,,,0.9686143917902336,1.5670149461002083,0.29653962753609153,237,,,,,151657
13:15:00.000-03:00,13:30:00.000-03:00,,13.979161525766054,3.3815822238282274,,,,,,,,,,6,,,,,
13:30:00.000-03:00,13:45:00.000-03:00,1,13.979161525766054,17.82822307293253,,,,,,,0.2790763779633202,0.2790763779633202,0.2790763779633202,32,,,,,
13:45:00.000-03:00,14:00:00.000-03:00,,13.979161525766054,24.558721922565088,,,,,,,0.27907637249395756,0.27907637249395756,0.27907637249395756,44,,,,,
14:00:00.000-03:00,14:15:00.000-03:00,4,22.23115416198509,237.068394131496,2.0,2,,,,,0.48125950714852017,1.2291488079022388,0.27907637502854027,387,,,,,174560
14:15:00.000-03:00,14:30:00.000-03:00,,13.979161525766056,,,,,,,,,,,,,,,,
14:30:00.000-03:00,14:45:00.000-03:00,,13.979161525766056,,,,,,,,,,,,,,,,
14:45:00.000-03:00,15:00:00.000-03:00,,13.979161525766056,,,,,,,,,,,,,,,,
15:00:00.000-03:00,15:15:00.000-03:00,,13.979161525766056,,,,,,,,,,,,,,,,
15:15:00.000-03:00,15:30:00.000-03:00,,13.979161525766056,,,,,,,,,,,,,,,,
15:30:00.000-03:00,15:45:00.000-03:00,1,13.979161525766056,37.95438842578241,,,,,,,0.27907637707857036,0.27907637707857036,0.27907637707857036,68,,,,,
15:45:00.000-03:00,16:00:00.000-03:00,6,24.325778862366924,136.444750371239,,,,,,,0.509100504637627,0.8084638404359517,0.2790763636873572,257,,,,,218869
16:00:00.000-03:00,16:15:00.000-03:00,,13.979161525766054,,,,,,,,,,,,,,,,
16:15:00.000-03:00,16:30:00.000-03:00,,19.242690915991034,,,,,,,,,,,17,,,,,111343
16:30:00.000-03:00,16:45:00.000-03:00,7,38.007008479383714,24.558721922565088,7.0,7,,,,,0.27907637249395756,0.27907637249395756,0.27907637249395756,49,,,,475059,
16:45:00.000-03:00,17:00:00.000-03:00,3,25.852501621126304,,3.0,3,,,,,,,,,,,,234750,
17:00:00.000-03:00,17:15:00.000-03:00,2,13.979161525766056,24.558721922565088,,,,,,,0.522500618113152,0.5533376321610594,0.4916636040652447,87,,,,,
17:15:00.000-03:00,17:30:00.000-03:00,,13.979161525766056,,,,,,,,,,,,,,,,
17:30:00.000-03:00,17:45:00.000-03:00,,13.979161525766056,,,,,,,,,,,,,,,,
17:45:00.000-03:00,18:00:00.000-03:00,,13.979161525766056,,,,,,,,,,,,,,,,
18:00:00.000-03:00,18:15:00.000-03:00,,13.979161525766056,,,,,,,,,,,,,,,,
18:15:00.000-03:00,18:30:00.000-03:00,3,13.979161525766056,82.15476465368332,,,,,,,0.4431715100408601,0.828343449573486,0.2790763584510005,166,,,,,
18:30:00.000-03:00,18:45:00.000-03:00,,13.979161525766056,,,,,,,,,,,,,,,,
18:45:00.000-03:00,19:00:00.000-03:00,,13.979161525766056,18.977194212891206,,,,,,,0.27907637707857036,0.27907637707857036,0.27907637707857036,56,,,,,
19:00:00.000-03:00,19:15:00.000-03:00,,13.979161525766054,,,,,,,,,,,12,,,,,
19:15:00.000-03:00,19:30:00.000-03:00,,13.979161525766054,11.721208190315156,,,,,,,0.29658926566908994,0.29658926566908994,0.29658926566908994,42,,,,,
19:30:00.000-03:00,19:45:00.000-03:00,,13.979161525766056,,,,,,,,,,,16,,,,,
19:45:00.000-03:00,20:00:00.000-03:00,,13.979161525766056,,,,,,,,,,,,,,,,
20:00:00.000-03:00,20:15:00.000-03:00,,13.979161525766056,,,,,,,,,,,,,,,,
20:15:00.000-03:00,20:30:00.000-03:00,,13.979161525766056,,,,,,,,,,,,,,,,
20:30:00.000-03:00,20:45:00.000-03:00,,13.979161525766056,,,,,,,,,,,,,,,,
20:45:00.000-03:00,21:00:00.000-03:00,,13.979161525766056,,,,,,,,,,,,,,,,
21:00:00.000-03:00,21:15:00.000-03:00,,13.979161525766056,,,,,,,,,,,19,,,,,
21:15:00.000-03:00,21:30:00.000-03:00,,13.979161525766056,,,,,,,,,,,,,,,,
21:30:00.000-03:00,21:45:00.000-03:00,,13.979161525766056,,,,,,,,,,,,,,,,
21:45:00.000-03:00,22:00:00.000-03:00,,13.979161525766056,,,,,,,,,,,6,,,,,
22:00:00.000-03:00,22:15:00.000-03:00,,13.979161525766056,27.34948577740203,,,,,,,0.2790763767355041,0.2790763767355041,0.2790763767355041,49,,,,,
22:15:00.000-03:00,22:30:00.000-03:00,,13.979161525766056,,,,,,,,,,,7,,,,,
22:30:00.000-03:00,22:45:00.000-03:00,,13.979161525766056,,,,,,,,,,,,,,,,
22:45:00.000-03:00,23:00:00.000-03:00,,13.979161525766056,13.595571465835382,,,,,,,1.0893945500522269,1.0893945500522269,1.0893945500522269,32,,,,,
23:00:00.000-03:00,23:15:00.000-03:00,,13.979161525766054,,,,,,,,,,,,,,,,
23:15:00.000-03:00,23:30:00.000-03:00,,13.979161525766054,,,,,,,,,,,,,,,,
23:30:00.000-03:00,23:45:00.000-03:00,,13.979161525766054,,,,,,,,,,,,,,,,
23:45:00.000-03:00,00:00:00.000-03:00,,13.979161525766054,,,,,,,,,,,,,,,,
