Date,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms),Jogging duration (ms),Strength training duration (ms)
2022-06-29,57,,2141.7284891605377,5.0,5,,,,,0.568189650946714,1.440416693687439,0.25176331400871277,3682,,,,,,,,,
2022-06-30,32,,1244.5013020038605,5.0,5,,,,,0.45770251842965304,1.4019895792007446,0.2615191638469696,2215,,,,,,,,,
2023-06-27,,1.6834505752280905E-11,,,,,,,,,,,,62.00012969970703,62.00012969970703,62.00012969970703,,,,,,
2023-09-15,45,164.8895313484278,58.58760984851145,,,,,,,0.6592698084367153,1.0811869178644482,0.2697738393009044,2165,62.0,62.0,62.0,,11521,,,720000,911975
2023-09-16,12,1389.4271134483274,608.5585606046888,1.0,1,,,,,0.494780730912419,1.2428033746958953,0.25116874693532476,1374,,,,,,451953,,,
2023-09-17,4,1369.1533903014722,170.23659514505346,,,,,,,0.266397994751413,0.468052638127789,0.24877149435337406,611,,,,,,43396,,,
2023-09-18,15,1399.8249088186283,661.5530709711848,1.0,1,,,,,0.44191321335837186,2.011146039548551,0.2697738393009044,1501,,,,,,661491,,,
2023-09-19,27,1423.3083547630695,1380.6534108287003,9.0,9,-34.618019104003906,-58.38200378417969,-34.617610931396484,-58.38159942626953,0.39909577524856105,1.742493369179786,0.25116874693532476,2649,,,,,,1134731,,,
2023-09-20,36,1443.0194824459506,1620.4496278966842,3.0,3,-34.61767578125,-58.38243103027344,-34.61707305908203,-58.381805419921875,0.512052592412928,4.5218017488056566,0.060895168487500324,2961,,,,,,1529184,,,
2023-09-21,39,1466.452030158382,1687.8919909303559,5.0,5,-34.711814880371094,-58.2823371887207,-34.711212158203125,-58.28156661987305,0.4503586677887971,1.3322900782313958,0.25116874693532476,3083,,,,,,2004167,,,
2023-09-22,52,1531.4150075663026,3566.124688838874,13.0,13,-34.61705780029297,-58.38225555419922,-34.60395050048828,-58.380859375,0.6163892804918808,3.9455448897628256,0.24227042685048372,4167,,,,,,3171030,61627,,
2023-09-23,6,1385.8130653878452,203.44477324131208,,,,,,,0.35638048479328877,1.2201027870178223,0.2790763724939576,571,,,,,,379123,,,
2023-09-24,5,1366.9999642372131,220.76083274193684,,,,,,,0.3861953475566387,0.6074213952486693,0.26047129311811457,676,,,,,,,,,
2023-09-25,28,1448.0957725034662,2168.207875105229,34.0,21,-34.72541046142578,-58.29202651977539,-34.72541046142578,-58.29202651977539,0.3386504163530317,2.106570173380608,0.25116874693532476,3339,,,,,,1634249,,,
2023-09-26,17,1420.4560719274675,809.5146342108961,2.0,2,,,,,0.5459901946430193,2.3741414546966553,0.25116874693532476,1765,,,,,,1077252,,,
2023-09-27,20,1406.751424981165,707.7643000742365,1.0,1,,,,,0.4826152615455237,1.3547308885467482,0.2697738393009044,1460,,,,,,801075,,,
2023-09-28,24,1432.692385857976,1223.3989988411006,6.0,6,-34.72135925292969,-58.27289962768555,-34.71862030029297,-58.26957702636719,0.6240174589001655,1.8915458777292127,0.27907635690627525,2012,,,,,,1323839,,,
2023-09-29,20,1420.3524812576254,1448.8827426546632,13.0,13,-34.72438049316406,-58.276817321777344,-34.72140884399414,-58.27188491821289,0.6342551352268768,3.6012604532591777,0.26047129311811457,2242,,,,,,1075163,,,
2023-09-30,19,1408.0335798268075,711.7404996653962,,,,,,,0.354846103076989,1.3471934316229253,0.26047129311811457,1640,,,,,,826914,,,
2023-10-01,40,1485.0765790966402,2827.7382274723636,27.0,27,-34.725257873535156,-58.2698860168457,-34.72391128540039,-58.26409149169922,0.7256796143742748,1.6683905675545683,0.27907637249395756,4166,,,,,,2379489,,,
2023-10-02,3,1366.999964237213,161.30615080957523,,,,,,,0.3974672420520169,0.7285126528690812,0.2790763636873572,626,,,,,,,,,
2023-10-03,32,1459.2736163464117,1439.0363818272374,6.0,6,,,,,0.4777999362068373,1.3766242364171781,0.26047129311811457,2832,,,,,,1859506,,,
2023-10-04,40,1481.4600964933134,2321.9411177708107,7.0,7,-34.6173095703125,-58.3870735168457,-34.61186599731445,-58.38068389892578,0.5619159499098022,2.2364536054249777,0.26047129311811457,3237,,,,,,2306611,,,
2023-10-05,20,1415.0782266888848,828.2536843956719,1.0,1,,,,,0.5336253692974585,1.3026186707856426,0.25116874693532476,1671,,,,,,968877,,,
2023-10-06,60,1542.5934136288008,4087.361294922824,42.0,41,-34.723167419433594,-58.27100372314453,-34.720157623291016,-58.25664520263672,0.43701215175235697,6.0994873046875,0.25116874693532476,6344,,,,,,3538573,,,
2023-10-07,8,1380.6838665838536,341.5917467578314,,,,,,,0.4172753495209693,1.0396349965131995,0.26047129311811457,778,,,,,,275759,,,
2023-10-08,6,1386.2701402266566,241.80568894788604,,,,,,,0.4795610863599023,1.2054821161253904,0.26047129311811457,686,,,,,,388334,,,
2023-10-09,37,1461.331931773018,1747.0311214200747,11.0,10,-34.617149353027344,-58.38273620605469,-34.61469268798828,-58.380924224853516,0.5659558802673481,2.2490793990672437,0.2552841473087081,3342,,,,,,1900476,,,
2023-10-10,22,1438.2784081656976,1466.5319404250936,7.0,7,-34.61742401123047,-58.38276290893555,-34.61625289916992,-58.3801155090332,0.4822904064712707,1.3207832384105949,0.26047128718894413,2503,,,,,,1436409,,,
2023-10-11,28,1433.9762793358373,1241.35233181603,6.0,6,,,,,0.40757643735057025,1.4034034859392823,0.26047126478969895,2160,,,,,,1349713,,,
2023-10-12,69,1605.3855233059294,3398.977258600717,19.0,18,-34.722084045410156,-58.25910949707031,-34.71959686279297,-58.25662612915039,0.7743843984028085,2.014249086380005,0.2507557374853489,5949,,,,,,4803965,,,
2023-10-13,67,1574.467743893435,3268.7164914793084,12.0,12,,,,,0.5874119390535224,1.2085012685269205,0.25116874693532476,5801,,,,,,4180908,,,
2023-10-14,66,1559.4470154661935,3588.777719377266,24.0,24,,,,,0.5063350648660743,1.1815645080391792,0.27907635690627525,6248,,,,,,3878208,,,
2023-10-15,51,1527.29357005676,2157.589187433281,,,-34.72048568725586,-58.264957427978516,-34.7153434753418,-58.25837326049805,0.3114152396741468,1.000228029355062,0.27714009369240383,4095,,,,,,3230250,,,
2023-10-16,4,1376.0906417482267,137.29897315725276,,,,,,,0.468780404889,0.738297316094429,0.27907637707857036,309,,,,,,183196,,,
2023-10-17,29,1463.8834940916506,1281.3314574523947,4.0,4,,,,,0.5381073214455314,1.3975603309497246,0.26047129311811457,2382,,,,,,1952404,,,
2023-10-18,33,1473.0615815670606,1606.224881545425,7.0,7,-34.720008850097656,-58.27259826660156,-34.71847152709961,-58.269195556640625,0.5219923786397528,2.1049222644083794,0.25116874693532476,2703,,,,,,2137363,,,
2023-10-19,16,1404.3084934325434,592.2792198984899,3.0,3,,,,,0.5253985792208613,1.2213685348374026,0.2790763676228067,1226,,,,,,751845,,,
2023-10-20,30,1412.6789402042104,1025.9285003513144,,,,,,,0.3567517210226745,11.380000114440918,0.25116874693532476,2023,,,,,,920526,,,
2023-10-21,6,1377.0229031425774,262.33180235467256,,,,,,,0.31883850619273574,0.7220605057792863,0.2697738393009044,699,,,,,,201983,,,
2023-10-22,6,1368.9703818369824,181.160350922686,,,,,,,0.42117939289606776,0.9809318731700368,0.279076361669178,634,,,,,,39708,,,
2023-10-23,11,1398.4076157136244,600.8828566792786,1.0,1,,,,,0.3772019284708719,1.6821515291910198,0.2697738393009044,1175,,,,,,632929,,,
2023-10-24,40,1475.126822176594,1855.8255944448583,14.0,14,-34.71247863769531,-58.28190231323242,-34.70934295654297,-58.27983474731445,0.42194030820487227,1.652409285443197,0.25116874693532476,3641,,,,,,2178981,,,
2023-10-25,55,1508.7762036687209,3067.8967384148136,13.0,12,-34.627906799316406,-58.382450103759766,-34.61634826660156,-58.37995910644531,0.7006617779203232,2.0104957699983625,0.26047129311811457,4732,,,,,,2855954,,,
2023-10-26,34,1443.7658598559672,1416.2470128785496,6.0,6,,,,,0.8406141436088173,3.2899999618530273,0.25116874693532476,2615,,,,,,1546992,,,
2023-10-27,60,1532.9971929812457,3575.6970588970594,35.0,35,-34.72334671020508,-58.271949768066406,-34.71775817871094,-58.2587776184082,0.5131646877803894,2.423592973051281,0.26047129311811457,5819,,,,,,3345190,,,
2023-10-28,5,1380.7281298308915,229.22098757842986,,,,,,,0.509045946670766,1.1049857315574243,0.25116874693532476,593,,,,,,276651,,,
2023-10-29,4,1374.8416980415768,174.3161669663579,,,,,,,0.2907919515354638,0.6152148675322976,0.2790763676228067,518,,,,,,158028,,,
2023-10-30,46,1485.840994352268,1775.0829236732961,6.0,6,-34.6176643371582,-58.382789611816406,-34.61658477783203,-58.38202667236328,0.634784612363365,1.6070005795978897,0.27907635690627525,3426,,,,,,2394894,,,
2023-10-31,93,1682.1126963356744,4009.084493321281,19.0,19,-34.61692810058594,-58.45656204223633,-34.561466217041016,-58.38096237182617,0.80364281092819,9.930000305175781,0.11247330323996124,7165,,,,,,6350177,,,
2023-11-01,120,1715.7352535334746,5461.867719416667,28.0,28,-34.61827850341797,-58.401039123535156,-34.595375061035156,-58.3807258605957,0.9242023763903325,10.334450721740723,0.043843097500321365,9730,,,,,,7027740,,,
2023-11-02,27,1428.7335363464952,1018.2032738694107,1.0,1,,,,,0.6670222374574374,8.055619239807129,0.24854131022720855,1953,,,,,,901210,150100,,
2023-11-03,17,1399.6553640828724,678.1264790961126,3.0,3,,,,,0.5202737394101968,1.4184405357426955,0.2790763724939576,1338,,,,,,658074,,,
2023-11-04,9,1372.4589062572854,279.0763854836942,,,,,,,0.5351863861739236,0.7532425379394395,0.2645551025025999,797,,,,,,110009,,,
2023-11-05,26,1431.5356433312622,1037.4982775890398,3.0,3,,,,,0.5560234895557955,8.316720008850098,0.25116874693532476,2046,,,,,,1300529,,,
2023-11-06,45,1460.1642851724707,1606.0931758984516,2.0,2,,,,,0.43785944722010317,1.2892790706226815,0.25116874693532476,3235,,,,,,1877454,,,
2023-11-07,24,1416.453837769592,1002.1742347352103,2.0,2,,,,,0.39812507872978964,1.3764292932104025,0.26827893803993763,1937,,,,,,996599,,,
2023-11-08,34,1453.1171871118418,1700.7609925299002,13.0,12,-34.71916198730469,-58.3839111328125,-34.61922073364258,-58.270660400390625,0.501900157752912,1.6699999570846558,0.2742385809876213,3043,,,,,,1735441,,,
2023-11-09,90,1479.190963781232,3347.3174125872047,16.0,16,-34.552146911621094,-58.45390701293945,-34.545501708984375,-58.4512825012207,0.5781222163791541,8.76563549041748,0.25116874693532476,5819,,,,492323,,1734386,,,
2023-11-10,56,1524.6293900227467,3320.7177417750418,14.0,14,-34.559715270996094,-58.45423126220703,-34.545196533203125,-58.444908142089844,0.4557005905771324,4.869999885559082,0.22661779539125843,4967,,,,,,3166287,,,
2023-11-11,1,1369.8847294418315,48.36984259470189,,,,,,,0.4101402734319662,0.8880451709866757,0.2790763767355041,169,,,,,,58134,,,
2023-11-12,8,1369.0980113843434,268.47148283531385,,,,,,,0.28157857464486097,0.6218278250668472,0.27907636130280083,723,,,,,,42280,,,
2023-11-13,31,1461.3051714963283,1357.73352619499,4.0,4,,,,,0.5680061155878532,1.3547311319350406,0.25116874693532476,2579,,,,,,1900447,,,
2023-11-14,27,1452.6213542475193,1698.7910728221384,8.0,8,-34.6170768737793,-58.385284423828125,-34.61274719238281,-58.38093948364258,0.47858254460843264,1.5107038262711017,0.1145630802742774,2886,,,,,,1725450,,,
2023-11-15,27,1439.3121799400753,1247.152520153943,6.0,6,,,,,0.4651735876274222,2.018976329697925,0.25116874693532476,2443,,,,,,1199389,112888,,
2023-11-16,44,1481.4856735797027,3376.558977409015,9.0,9,-34.61653518676758,-58.39204025268555,-34.61324691772461,-58.38084411621094,0.5401702328194466,3.2195284019639203,0.251744118648593,3473,,,,,,2307126,,,
2023-11-17,21,1425.44197562247,1153.2647702367801,11.0,11,-34.717384338378906,-58.26726150512695,-34.715423583984375,-58.26476287841797,0.594407465708905,1.5169903003940124,0.2790763650712515,1953,,,,,,1177728,,,
2023-11-18,5,1378.8216262501742,250.05244139338998,,,,,,,0.3468359960860136,0.7806330931205261,0.26047129311811457,553,,,,,,238231,,,
2023-11-19,8,1393.6294822371176,252.3559693515399,,,,,,,0.4023415376768942,0.6966025385150056,0.2790763724939576,609,,,,,,536640,,,
2023-11-20,2,1366.9999642372134,104.37456817090161,,,,,,,0.2749156487599476,0.2790763744923785,0.2683922244575839,297,,,,,,,,,
2023-11-21,2,1366.9999642372134,183.63226164827077,,,,,,,0.3857438506520584,0.6745803409185087,0.2790763676228067,804,,,,,,,,,
