k,inertia,silhouette,selected
1,145.0,,False
2,46.236916057806674,0.643712455424381,False
3,24.918288463583078,0.3394867985106732,False
4,13.64902792045875,0.46166096117253885,False
5,5.900635895419672,0.7274262534418852,True
6,0.0,,False
