k,inertia,silhouette,selected,linkage
1,145.0,,False,average
2,47.008554972816015,0.45157119006444163,True,average
3,12.113515405773876,0.406554509460422,False,average
4,7.4751440733071846,0.196960012386818,False,average
5,3.023159221584056,0.03935349764778736,False,average
6,0.0,,False,average
