k,inertia,silhouette,selected
1,145.00000000000003,,False
2,13.048281324729663,0.6677021650941732,True
3,7.9745917114734315,0.12691317349082984,False
4,4.317190025705873,0.07814345894932541,False
5,1.9297713991202983,0.018159154341864124,False
6,0.0,,False
