k,inertia,silhouette,selected
1,144.99999999999997,,False
2,13.048281324729661,0.8343688317608399,True
3,7.9745917114734315,0.46024650682416307,False
4,4.478630299651998,0.5593600386567598,False
5,1.9297713991202983,0.6848258210085307,False
6,0.0,,False
